NH - Permitting Responsibility,Project Name,Project ID,Project State,Process Step Name,Process Step ID,NH - Permit Pack Type,Permit Application Submitted Date,Permit Application Submitted By,NH - Permit Pickup Verified Date,NH - Permit Pickup Verified By,Permit Rejection Recorded Date,Permit Rejection Recorded By,Permit Rejection Details,AHJ,Utility Company,Tick Counter,Process Step Created,Process Step Completed,Process Step Status
,New Haven (FKA Row at New Haven) - Bldg. 8 - Unit 105,1217125,CA,NHO - F - Permitting,16012008,,2/10/2026 0:07,Melvin Garcia,2/9/2026,Melvin Garcia,,,,Ontario City,Southern California Edison (SCE),,2/9/2026 21:23,2/10/2026 0:22,Permit Pickup Complete
,New Haven (FKA Row at New Haven) - Bldg. 8 - Unit 100,1217130,CA,NHO - F - Permitting,16012119,,2/10/2026 0:07,Melvin Garcia,2/9/2026,Melvin Garcia,,,,Ontario City,Southern California Edison (SCE),,2/9/2026 22:17,2/10/2026 0:15,Permit Pickup Complete
,New Haven (FKA Row at New Haven) - Bldg. 8 - Unit 110,1217140,CA,NHO - F - Permitting,16012096,,2/10/2026 0:07,Melvin Garcia,2/9/2026,Melvin Garcia,,,,Ontario City,Southern California Edison (SCE),,2/9/2026 22:10,2/10/2026 0:18,Permit Pickup Complete
,New Haven (FKA Row at New Haven) - Bldg. 8 - Unit 112,1217158,CA,NHO - F - Permitting,16012307,,2/10/2026 0:23,Melvin Garcia,2/9/2026,Melvin Garcia,,,,Ontario City,Southern California Edison (SCE),,2/10/2026 0:07,2/10/2026 0:26,Permit Pickup Complete
,New Haven (FKA Row at New Haven) - Bldg. 8 - Unit 101,1217203,CA,NHO - F - Permitting,16012124,,2/10/2026 0:07,Melvin Garcia,2/9/2026,Melvin Garcia,,,,Ontario City,Southern California Edison (SCE),,2/9/2026 22:18,2/10/2026 0:14,Permit Pickup Complete
,New Haven (FKA Row at New Haven) - Bldg. 8 - Unit 106,1217211,CA,NHO - F - Permitting,16012061,,2/10/2026 0:07,Melvin Garcia,2/9/2026,Melvin Garcia,,,,Ontario City,Southern California Edison (SCE),,2/9/2026 21:55,2/10/2026 0:20,Permit Pickup Complete
,New Haven (FKA Row at New Haven) - Bldg. 8 - Unit 99,1217227,CA,NHO - F - Permitting,16012114,,2/10/2026 0:07,Melvin Garcia,2/9/2026,Melvin Garcia,,,,Ontario City,Southern California Edison (SCE),,2/9/2026 22:16,2/10/2026 0:16,Permit Pickup Complete
,New Haven (FKA Row at New Haven) - Bldg. 8 - Unit 107,1217229,CA,NHO - F - Permitting,16012147,,2/10/2026 0:06,Melvin Garcia,2/9/2026,Melvin Garcia,,,,Ontario City,Southern California Edison (SCE),,2/9/2026 22:27,2/10/2026 0:13,Permit Pickup Complete
,New Haven (FKA Row at New Haven) - Bldg. 8 - Unit 111,1217241,CA,NHO - F - Permitting,16012303,,2/10/2026 0:23,Melvin Garcia,2/9/2026,Melvin Garcia,,,,Ontario City,Southern California Edison (SCE),,2/10/2026 0:05,2/10/2026 0:26,Permit Pickup Complete
,New Haven (FKA Row at New Haven) - Bldg. 8 - Unit 108,1217249,CA,NHO - F - Permitting,16011196,,2/9/2026 18:40,Melvin Garcia,2/9/2026,Melvin Garcia,,,,Ontario City,Southern California Edison (SCE),,2/9/2026 16:16,2/9/2026 18:44,Permit Pickup Complete
,New Haven (FKA Row at New Haven) - Bldg. 8 - Unit 109,1217254,CA,NHO - F - Permitting,16012092,,2/10/2026 0:07,Melvin Garcia,2/9/2026,Melvin Garcia,,,,Ontario City,Southern California Edison (SCE),,2/9/2026 22:10,2/10/2026 0:19,Permit Pickup Complete
,New Haven (FKA Row at New Haven) - Bldg. 8 - Unit 103,1217274,CA,NHO - F - Permitting,16012222,,2/10/2026 0:06,Melvin Garcia,2/9/2026,Melvin Garcia,,,,Ontario City,Southern California Edison (SCE),,2/9/2026 23:09,2/10/2026 0:11,Permit Pickup Complete
,Great Park- Irvine (Andara) - Bldg. 18 - Unit 85,1463379,CA,NHO - F - Permitting,16008903,,2/9/2026 17:55,Melvin Garcia,2/9/2026,Melvin Garcia,,,,City of Irvine CA,Southern California Edison (SCE),,2/5/2026 15:39,2/9/2026 18:35,Permit Pickup Complete
,Great Park- Irvine (Andara) - Bldg. 18 - Unit 84,1463380,CA,NHO - F - Permitting,16008902,,2/9/2026 18:00,Melvin Garcia,2/9/2026,Melvin Garcia,,,,City of Irvine CA,Southern California Edison (SCE),,2/5/2026 15:38,2/9/2026 18:35,Permit Pickup Complete
,Great Park- Irvine (Andara) - Bldg. 18 - Unit 83,1463381,CA,NHO - F - Permitting,16008900,,2/9/2026 17:40,Melvin Garcia,2/9/2026,Melvin Garcia,,,,City of Irvine CA,Southern California Edison (SCE),,2/5/2026 15:37,2/9/2026 18:35,Permit Pickup Complete
,Great Park- Irvine (Andara) - Bldg. 18 - Unit 82,1463382,CA,NHO - F - Permitting,16008899,,2/9/2026 17:51,Melvin Garcia,2/9/2026,Melvin Garcia,,,,City of Irvine CA,Southern California Edison (SCE),,2/5/2026 15:37,2/9/2026 18:35,Permit Pickup Complete
,Great Park- Irvine (Andara) - Bldg. 18 - Unit 81,1463383,CA,NHO - F - Permitting,16008898,,2/9/2026 18:13,Melvin Garcia,2/9/2026,Melvin Garcia,,,,City of Irvine CA,Southern California Edison (SCE),,2/5/2026 15:36,2/9/2026 18:35,Permit Pickup Complete
,Hui Fen Lin - 3354 Barlett Ave,1463515,CA,NHO - F - Permitting,16008788,,2/5/2026 0:40,Jared Nast,2/9/2026,Jared Nast,,,,City of Rosemead,Southern California Edison (SCE),,2/5/2026 0:30,2/9/2026 20:27,Permit Pickup Complete
,Hui Fen Lin - 3356 Barlett Ave,1463516,CA,NHO - F - Permitting,16008789,,2/5/2026 0:43,Jared Nast,2/9/2026,Jared Nast,,,,City of Rosemead,Southern California Edison (SCE),,2/5/2026 0:30,2/9/2026 20:21,Permit Pickup Complete
,Wolf Creek Run - Lot - 1-0002,1144039,CO,NHO - F - Permitting,16005577,,2/6/2026 16:59,Jared Nast,2/6/2026,Jared Nast,,,,Adams County CO,CORE Electric Cooperative,,2/2/2026 16:56,2/6/2026 16:59,Permit Pickup Complete
,Ironwood (Serenade II) - Tract  82831 -  Lot - 5 - 20 YEAR LEASE,1160865,CA,NHO - F - Permitting,16010412,,2/6/2026 20:00,Nikki Francisco,2/6/2026,Nikki Francisco,,,,Lancaster City,Southern California Edison (SCE),,2/6/2026 19:30,2/6/2026 20:07,Permit Pickup Complete
,"Gateway - Tract 16543 - Bldg. 12, Unit 87",1165345,CA,NHO - F - Permitting,15976941,,12/30/2025 17:00,Nikki Francisco,2/4/2026,Nikki Francisco,,,,El Cajon City,San Diego Gas & Electric (SDG&E),,12/29/2025 18:24,2/4/2026 20:22,Permit Pickup Complete
,"Gateway - Tract 16543 - Bldg. 12, Unit 82",1165347,CA,NHO - F - Permitting,15976928,,12/30/2025 17:00,Nikki Francisco,2/4/2026,Nikki Francisco,,,,El Cajon City,San Diego Gas & Electric (SDG&E),,12/29/2025 18:23,2/4/2026 20:19,Permit Pickup Complete
,"Gateway - Tract 16543 - Bldg. 13, Unit 92",1165353,CA,NHO - F - Permitting,15976944,,12/30/2025 18:00,Nikki Francisco,2/4/2026,Nikki Francisco,,,,El Cajon City,San Diego Gas & Electric (SDG&E),,12/29/2025 18:25,2/4/2026 20:11,Permit Pickup Complete
,"Gateway - Tract 16543 - Bldg. 13, Unit 97",1165358,CA,NHO - F - Permitting,15976949,,12/30/2025 18:00,Nikki Francisco,2/4/2026,Nikki Francisco,,,,El Cajon City,San Diego Gas & Electric (SDG&E),,12/29/2025 18:25,2/4/2026 21:02,Permit Pickup Complete
,"Gateway - Tract 16543 - Bldg. 12, Unit 84",1165360,CA,NHO - F - Permitting,15976943,,12/30/2025 17:00,Nikki Francisco,2/4/2026,Nikki Francisco,,,,El Cajon City,San Diego Gas & Electric (SDG&E),,12/29/2025 18:24,2/4/2026 21:04,Permit Pickup Complete
,"Gateway - Tract 16543 - Bldg. 12, Unit 83",1165369,CA,NHO - F - Permitting,15976942,,12/30/2025 18:00,Nikki Francisco,2/4/2026,Nikki Francisco,,,,El Cajon City,San Diego Gas & Electric (SDG&E),,12/29/2025 18:24,2/4/2026 20:24,Permit Pickup Complete
,"Gateway - Tract 16543 - Bldg. 13, Unit 89",1165395,CA,NHO - F - Permitting,15976947,,12/30/2025 18:00,Nikki Francisco,2/4/2026,Nikki Francisco,,,,El Cajon City,San Diego Gas & Electric (SDG&E),,12/29/2025 18:25,2/4/2026 20:13,Permit Pickup Complete
,The Trails - Tract 6650-3 - Lot 20,1463553,CA,NHO - F - Permitting,16006307,,2/3/2026 17:00,Nikki Francisco,2/3/2026,Nikki Francisco,,,,Kern County,Pacific Gas & Electric Co. (PG&E),,2/2/2026 22:46,2/3/2026 17:53,Permit Pickup Complete
,The Trails - Tract 6650-3 - Lot 21,1463554,CA,NHO - F - Permitting,16006311,,2/3/2026 17:00,Nikki Francisco,2/3/2026,Nikki Francisco,,,,Kern County,Pacific Gas & Electric Co. (PG&E),,2/2/2026 22:46,2/3/2026 17:53,Permit Pickup Complete
Builder,The Trails - Tract 6650-3 - Lot 23,1463555,CA,NHO - F - Permitting,16006315,MPPP w/Builder Plan,2/3/2026 17:00,Nikki Francisco,2/3/2026,Nikki Francisco,,,,Kern County,Pacific Gas & Electric Co. (PG&E),,2/2/2026 22:46,2/3/2026 17:53,Permit Pickup Complete
,Oak Shade at Shadow Mountain (PA-B) - Tract 29835-F - Lot 27,1180971,CA,NHO - F - Permitting,15991536,,1/15/2026 19:12,Melvin Garcia,2/2/2026,Melvin Garcia,,,,Menifee City,Southern California Edison (SCE),,1/15/2026 15:20,2/2/2026 17:25,Permit Pickup Complete
,The Orchards at Heritage Grove - Tract 5520-6 - Lot 305,1157219,CA,NHO - F - Permitting,15984109,,1/7/2026 16:18,Jared Nast,1/29/2026,Jared Nast,,,,Fillmore City,Southern California Edison (SCE),,1/6/2026 23:33,1/30/2026 18:52,Permit Pickup Complete
,Linea Rancho Mirage - Lot 10,1462904,CA,NHO - F - Permitting,15997781,,1/22/2026 22:00,Nikki Francisco,1/29/2026,Nikki Francisco,,,,Rancho Mirage City,Imperial Irrigation District (IID),,1/22/2026 18:42,1/29/2026 18:03,Permit Pickup Complete
,Brady Vineyard 50s - Lot 51,1202817,CA,NHO - F - Permitting,15999864,,1/26/2026 17:37,Jared Nast,1/28/2026,Jared Nast,,,,Placer County,Pacific Gas & Electric Co. (PG&E),,1/26/2026 16:52,1/28/2026 21:27,Permit Pickup Complete
,Linea Rancho Mirage - Lot 15,1462905,CA,NHO - F - Permitting,15998098,,1/22/2026 22:00,Nikki Francisco,1/28/2026,Nikki Francisco,,,,Rancho Mirage City,Imperial Irrigation District (IID),,1/22/2026 21:49,1/28/2026 18:26,Permit Pickup Complete
,Linea Rancho Mirage - Lot 14,1462906,CA,NHO - F - Permitting,15998050,,1/22/2026 22:00,Nikki Francisco,1/28/2026,Nikki Francisco,,,,Rancho Mirage City,Imperial Irrigation District (IID),,1/22/2026 21:15,1/28/2026 18:26,Permit Pickup Complete
,Wildwood Canyon - Lot 21,1292565,CA,NHO - F - Permitting,16000326,,1/26/2026 21:00,Nikki Francisco,1/27/2026,Nikki Francisco,,,,Yucaipa City,Southern California Edison (SCE),,1/26/2026 20:58,1/27/2026 15:16,Permit Pickup Complete
,Linwood at Atwell (PA9A) Tract 37389-6 - Lot 28,1405152,CA,NHO - F - Permitting,15927535,,1/7/2026 21:00,Nikki Francisco,1/27/2026,Nikki Francisco,,,,Banning City,City of Banning Utilities,,11/20/2025 6:56,1/27/2026 15:26,Permit Pickup Complete
,Linwood at Atwell (PA9A) Tract 37389-6 - Lot 26,1405154,CA,NHO - F - Permitting,15927539,,1/7/2026 21:00,Nikki Francisco,1/27/2026,Nikki Francisco,,,,Banning City,City of Banning Utilities,,11/20/2025 6:56,1/27/2026 15:26,Permit Pickup Complete
,Kindred at Sierra Vista - Lot 33 (1049 Granito Way),1091170,CA,NHO - F - Permitting,15986565,,1/9/2026 16:24,Jared Nast,1/26/2026,Jared Nast,,,,Roseville City,Roseville Electric,,1/8/2026 23:34,1/26/2026 16:40,Permit Pickup Complete
,Cota Vera (Haddington) - Lot 21,1412380,CA,NHO - F - Permitting,15991187,,1/15/2026 20:26,Melvin Garcia,1/26/2026,Melvin Garcia,,,,Chula Vista City,San Diego Gas & Electric (SDG&E),,1/14/2026 22:21,1/26/2026 19:26,Permit Pickup Complete
,Cota Vera (Haddington) - Lot 22,1412381,CA,NHO - F - Permitting,15991362,,1/15/2026 20:27,Melvin Garcia,1/26/2026,Melvin Garcia,,,,Chula Vista City,San Diego Gas & Electric (SDG&E),,1/14/2026 23:49,1/26/2026 19:25,Permit Pickup Complete
,Cota Vera (Haddington) - Lot 23,1412382,CA,NHO - F - Permitting,15991364,,1/15/2026 20:32,Melvin Garcia,1/26/2026,Melvin Garcia,,,,Chula Vista City,San Diego Gas & Electric (SDG&E),,1/14/2026 23:49,1/26/2026 19:25,Permit Pickup Complete
,Cota Vera (Haddington) - Lot 24,1412383,CA,NHO - F - Permitting,15992282,,1/16/2026 18:29,Melvin Garcia,1/26/2026,Melvin Garcia,,,,Chula Vista City,San Diego Gas & Electric (SDG&E),,1/15/2026 22:23,1/26/2026 19:27,Permit Pickup Complete
,Cota Vera (Haddington) - Lot 25,1412384,CA,NHO - F - Permitting,15992284,,1/16/2026 18:29,Melvin Garcia,1/26/2026,Melvin Garcia,,,,Chula Vista City,San Diego Gas & Electric (SDG&E),,1/15/2026 22:23,1/26/2026 19:24,Permit Pickup Complete
,Cota Vera (Haddington) - Lot 26,1412385,CA,NHO - F - Permitting,15992286,,1/16/2026 18:29,Melvin Garcia,1/26/2026,Melvin Garcia,,,,Chula Vista City,San Diego Gas & Electric (SDG&E),,1/15/2026 22:23,1/26/2026 19:26,Permit Pickup Complete
,Oak Shade at Shadow Mountain (PA-B) - Tract 29835-4 - Lot 36,1180948,CA,NHO - F - Permitting,15990075,,1/14/2026 17:12,Melvin Garcia,1/23/2026,Jared Nast,,,,Menifee City,Southern California Edison (SCE),,1/13/2026 23:41,1/23/2026 23:33,Permit Pickup Complete
,Oak Shade at Shadow Mountain (PA-B) - Tract 29835-4 - Lot 09,1181054,CA,NHO - F - Permitting,15986240,,1/9/2026 18:56,Melvin Garcia,1/23/2026,Jared Nast,,,,Menifee City,Southern California Edison (SCE),,1/8/2026 21:27,1/23/2026 17:17,Permit Pickup Complete
,Linwood at Atwell (PA9A) Tract 37389-6 - Lot 41,1405147,CA,NHO - F - Permitting,15927391,,1/7/2026 21:00,Nikki Francisco,1/23/2026,Nikki Francisco,,,,Banning City,City of Banning Utilities,,11/20/2025 1:07,1/23/2026 15:57,Permit Pickup Complete
,Linwood at Atwell (PA9A) Tract 37389-6 - Lot 40,1405148,CA,NHO - F - Permitting,15927531,,1/7/2026 21:00,Nikki Francisco,1/23/2026,Nikki Francisco,,,,Banning City,City of Banning Utilities,,11/20/2025 6:56,1/23/2026 15:57,Permit Pickup Complete
,Linwood at Atwell (PA9A) Tract 37389-6 - Lot 39,1405149,CA,NHO - F - Permitting,15927533,,1/7/2026 21:00,Nikki Francisco,1/23/2026,Nikki Francisco,,,,Banning City,City of Banning Utilities,,11/20/2025 6:56,1/23/2026 15:57,Permit Pickup Complete
,Linwood at Atwell (PA9A) Tract 37389-6 - Lot 38,1405150,CA,NHO - F - Permitting,15927424,,1/7/2026 21:00,Nikki Francisco,1/23/2026,Nikki Francisco,,,,Banning City,City of Banning Utilities,,11/20/2025 2:09,1/23/2026 15:57,Permit Pickup Complete
,Linwood at Atwell (PA9A) Tract 37389-6 - Lot 29,1405151,CA,NHO - F - Permitting,15927388,,1/7/2026 21:00,Nikki Francisco,1/23/2026,Nikki Francisco,,,,Banning City,City of Banning Utilities,,11/20/2025 1:01,1/23/2026 15:57,Permit Pickup Complete
,Linwood at Atwell (PA9A) Tract 37389-6 - Lot 27,1405153,CA,NHO - F - Permitting,15927537,,1/7/2026 21:00,Nikki Francisco,1/23/2026,Nikki Francisco,,,,Banning City,City of Banning Utilities,,11/20/2025 6:56,1/23/2026 15:57,Permit Pickup Complete
,Ascent at Colton 49 - Bldg. 6 - Unit 28,1139087,CA,NHO - F - Permitting,15986465,,1/9/2026 16:08,Jared Nast,1/22/2026,Jared Nast,,,,Colton City,Colton Electric Utility,,1/8/2026 23:04,1/22/2026 16:24,Permit Pickup Complete
,Ascent at Colton 49 - Bldg. 6 - Unit 27,1139088,CA,NHO - F - Permitting,15986453,,1/9/2026 16:08,Jared Nast,1/22/2026,Jared Nast,,,,Colton City,Colton Electric Utility,,1/8/2026 23:01,1/22/2026 16:24,Permit Pickup Complete
,Ascent at Colton 49 - Bldg. 8 - Unit 18,1139100,CA,NHO - F - Permitting,15927802,,11/20/2025 16:24,Jared Nast,1/22/2026,Jared Nast,,,,Colton City,Colton Electric Utility,,11/20/2025 16:23,1/22/2026 16:24,Permit Pickup Complete
,Ascent at Colton 49 - Bldg. 8 - Unit 17,1139101,CA,NHO - F - Permitting,15986455,,1/9/2026 16:08,Jared Nast,1/22/2026,Jared Nast,,,,Colton City,Colton Electric Utility,,1/8/2026 23:01,1/22/2026 16:24,Permit Pickup Complete
,Castello at Citro - Lot 62-MDL,1175239,CA,NHO - F - Permitting,15995267,,1/20/2026 19:54,Jared Nast,1/21/2026,Jared Nast,,,,San Diego County,San Diego Gas & Electric (SDG&E),,1/20/2026 19:35,1/21/2026 21:28,Permit Pickup Complete
,Cross Creek Bend - Lot 56 (30595 Bellwood Road),1183432,CA,NHO - F - Permitting,15980666,,1/2/2026 17:06,Jared Nast,1/20/2026,Jared Nast,,,,Tulare County,Southern California Edison (SCE),,1/2/2026 12:46,1/20/2026 22:45,Permit Pickup Complete
,The Trails - Tract 6650-4 - Lot 04,1403458,CA,NHO - F - Permitting,14464086,,9/2/2025 18:00,Nikki Francisco,1/19/2026,Nikki Francisco,,,,Kern County,Pacific Gas & Electric Co. (PG&E),,7/2/2025 17:40,1/19/2026 18:15,Permit Pickup Complete
,Aero at 3 Roots (PA 18) - Lot 68,1463397,CA,NHO - F - Permitting,15992260,,1/16/2026 18:00,Melvin Garcia,1/16/2026,Melvin Garcia,,,,San Diego City,San Diego Gas & Electric (SDG&E),,1/15/2026 22:15,1/16/2026 18:03,Permit Pickup Complete
,Aero at 3 Roots (PA 18) - Lot 69,1463398,CA,NHO - F - Permitting,15992459,,1/16/2026 18:00,Melvin Garcia,1/16/2026,Melvin Garcia,,,,San Diego City,San Diego Gas & Electric (SDG&E),,1/15/2026 23:13,1/16/2026 18:03,Permit Pickup Complete
,Aero at 3 Roots (PA 18) - Lot 70,1463399,CA,NHO - F - Permitting,15992922,,1/16/2026 18:30,Melvin Garcia,1/16/2026,Melvin Garcia,,,,San Diego City,San Diego Gas & Electric (SDG&E),,1/16/2026 18:27,1/16/2026 18:32,Permit Pickup Complete
,Aero at 3 Roots (PA 18) - Lot 71,1463400,CA,NHO - F - Permitting,15992479,,1/16/2026 18:00,Melvin Garcia,1/16/2026,Melvin Garcia,,,,San Diego City,San Diego Gas & Electric (SDG&E),,1/15/2026 23:34,1/16/2026 18:03,Permit Pickup Complete
,Aero at 3 Roots (PA 18) - Lot 72,1463401,CA,NHO - F - Permitting,15992483,,1/16/2026 18:01,Melvin Garcia,1/16/2026,Melvin Garcia,,,,San Diego City,San Diego Gas & Electric (SDG&E),,1/15/2026 23:34,1/16/2026 18:03,Permit Pickup Complete
,Skylar 2 @ Newhall Ranch - Lot 18,1158828,CA,NHO - F - Permitting,15984028,,1/7/2026 16:28,Jared Nast,1/15/2026,Jared Nast,,,,Los Angeles County,Southern California Edison (SCE),,1/6/2026 22:53,1/15/2026 17:45,Permit Pickup Complete
,Skylar 2 @ Newhall Ranch - Lot 21,1158829,CA,NHO - F - Permitting,15984082,,1/7/2026 16:28,Jared Nast,1/15/2026,Jared Nast,,,,Los Angeles County,Southern California Edison (SCE),,1/6/2026 23:12,1/15/2026 17:44,Permit Pickup Complete
,Las Palmas - Lot 35,1461349,CA,NHO - F - Permitting,15905048,,12/16/2025 16:44,Melvin Garcia,1/15/2026,Melvin Garcia,,,,City of Jurupa Valley,Southern California Edison (SCE),,11/10/2025 3:51,1/15/2026 18:12,Permit Pickup Complete
SPWR,Las Palmas - Lot 36,1461350,CA,NHO - F - Permitting,15905052,MPPP w/iPlot,12/16/2025 16:49,Melvin Garcia,1/15/2026,Melvin Garcia,,,,City of Jurupa Valley,Southern California Edison (SCE),,11/10/2025 3:51,1/15/2026 18:12,Permit Pickup Complete
Builder,Aero at 3 Roots (PA 18) - Lot 67,1463396,CA,NHO - F - Permitting,15991579,MPPP w/Builder Plan,1/15/2026 18:48,Melvin Garcia,1/15/2026,Melvin Garcia,,,,San Diego City,San Diego Gas & Electric (SDG&E),,1/15/2026 15:58,1/15/2026 18:55,Permit Pickup Complete
,The Trails - Tract 6650-4 - Lot 10,1403450,CA,NHO - F - Permitting,13925644,,8/25/2025 19:00,Nikki Francisco,1/13/2026,Nikki Francisco,,,,Kern County,Pacific Gas & Electric Co. (PG&E),,7/2/2025 17:40,1/13/2026 19:21,Permit Pickup Complete
Builder,The Trails - Tract 6650-4 - Lot 09,1403451,CA,NHO - F - Permitting,13791402,MPPP w/Builder Plan,9/2/2025 18:00,Nikki Francisco,1/13/2026,Nikki Francisco,,,,Kern County,Pacific Gas & Electric Co. (PG&E),,7/2/2025 17:40,1/13/2026 19:21,Permit Pickup Complete
,The Trails - Tract 6650-4 - Lot 08,1403452,CA,NHO - F - Permitting,13925640,,8/25/2025 19:00,Nikki Francisco,1/13/2026,Nikki Francisco,,,,Kern County,Pacific Gas & Electric Co. (PG&E),,7/2/2025 17:40,1/13/2026 19:21,Permit Pickup Complete
,The Trails - Tract 6650-4 - Lot 03,1403453,CA,NHO - F - Permitting,13925636,,8/25/2025 19:00,Nikki Francisco,1/13/2026,Nikki Francisco,,,,Kern County,Pacific Gas & Electric Co. (PG&E),,7/2/2025 17:40,1/13/2026 19:20,Permit Pickup Complete
,The Trails - Tract 6650-4 - Lot 02,1403454,CA,NHO - F - Permitting,14591268,,9/2/2025 18:00,Nikki Francisco,1/13/2026,Nikki Francisco,,,,Kern County,Pacific Gas & Electric Co. (PG&E),,7/2/2025 17:40,1/13/2026 19:20,Permit Pickup Complete
,The Trails - Tract 6650-4 - Lot 07,1403455,CA,NHO - F - Permitting,14598467,,9/2/2025 18:00,Nikki Francisco,1/13/2026,Nikki Francisco,,,,Kern County,Pacific Gas & Electric Co. (PG&E),,7/2/2025 17:40,1/13/2026 19:21,Permit Pickup Complete
,The Trails - Tract 6650-4 - Lot 06,1403456,CA,NHO - F - Permitting,14198978,,9/2/2025 18:00,Nikki Francisco,1/13/2026,Nikki Francisco,,,,Kern County,Pacific Gas & Electric Co. (PG&E),,7/2/2025 17:40,1/13/2026 19:20,Permit Pickup Complete
,The Trails - Tract 6650-4 - Lot 05,1403457,CA,NHO - F - Permitting,14598391,,9/2/2025 18:00,Nikki Francisco,1/13/2026,Nikki Francisco,,,,Kern County,Pacific Gas & Electric Co. (PG&E),,7/2/2025 17:40,1/13/2026 19:20,Permit Pickup Complete
,Kornwasser at Verona Estates - Lot 12,1138257,CA,NHO - F - Permitting,15979837,,12/31/2025 17:01,Jared Nast,1/9/2026,Jared Nast,,,,Los Angeles City,Los Angeles Department of Water & Power (LADWP),,12/31/2025 17:01,1/9/2026 16:35,Permit Pickup Complete
,Aspire at Davis (AKA Davis Ranch) - Lot 62,1463309,CA,NHO - F - Permitting,15985453,,1/8/2026 17:00,Nikki Francisco,1/8/2026,Nikki Francisco,,,,Bakersfield City,Pacific Gas & Electric Co. (PG&E),,1/7/2026 23:39,1/8/2026 17:06,Permit Pickup Complete
,Vistas at Mockingbird Canyon (Mockingbird Heights) - Tract 22100-3 - Lot 3011-MDL,1132145,CA,NHO - F - Permitting,15980625,,1/2/2026 16:44,Jared Nast,1/7/2026,Jared Nast,,,,Riverside County,Southern California Edison (SCE),,1/1/2026 22:46,1/7/2026 22:30,Permit Pickup Complete
,Ravenswood - Lot 43,1137971,CA,NHO - F - Permitting,15973578,,12/23/2025 21:59,Melvin Garcia,1/7/2026,Melvin Garcia,,,,Apple Valley Town,Southern California Edison (SCE),,12/23/2025 6:37,1/7/2026 18:09,Permit Pickup Complete
,Ravenswood - Lot 41,1137972,CA,NHO - F - Permitting,15973569,,12/23/2025 22:01,Melvin Garcia,1/7/2026,Melvin Garcia,,,,Apple Valley Town,Southern California Edison (SCE),,12/23/2025 6:02,1/7/2026 18:09,Permit Pickup Complete
,Ravenswood - Lot 42,1137974,CA,NHO - F - Permitting,15973576,,12/23/2025 21:58,Melvin Garcia,1/7/2026,Melvin Garcia,,,,Apple Valley Town,Southern California Edison (SCE),,12/23/2025 6:37,1/7/2026 18:09,Permit Pickup Complete
,Ravenswood - Lot 40,1137975,CA,NHO - F - Permitting,15973571,,12/23/2025 22:02,Melvin Garcia,1/7/2026,Melvin Garcia,,,,Apple Valley Town,Southern California Edison (SCE),,12/23/2025 6:07,1/7/2026 18:09,Permit Pickup Complete
,Aero at 3 Roots (PA 18) - Lot 66,1138511,CA,NHO - F - Permitting,15983945,,1/7/2026 18:20,Melvin Garcia,1/7/2026,Melvin Garcia,,,,San Diego City,San Diego Gas & Electric (SDG&E),,1/6/2026 22:27,1/7/2026 18:31,Permit Pickup Complete
,Aero at 3 Roots (PA 18) - Lot 65,1138512,CA,NHO - F - Permitting,15983753,,1/7/2026 18:22,Melvin Garcia,1/7/2026,Melvin Garcia,,,,San Diego City,San Diego Gas & Electric (SDG&E),,1/6/2026 21:21,1/7/2026 18:31,Permit Pickup Complete
,Aero at 3 Roots (PA 18) - Lot 64,1138515,CA,NHO - F - Permitting,15983949,,1/7/2026 18:23,Melvin Garcia,1/7/2026,Melvin Garcia,,,,San Diego City,San Diego Gas & Electric (SDG&E),,1/6/2026 22:27,1/7/2026 18:31,Permit Pickup Complete
,Aero at 3 Roots (PA 18) - Lot 63,1138534,CA,NHO - F - Permitting,15983947,,1/7/2026 18:22,Melvin Garcia,1/7/2026,Melvin Garcia,,,,San Diego City,San Diego Gas & Electric (SDG&E),,1/6/2026 22:27,1/7/2026 18:31,Permit Pickup Complete
,Skylar 2 @ Newhall Ranch - Lot 20,1158792,CA,NHO - F - Permitting,15980632,,1/2/2026 16:29,Jared Nast,1/7/2026,Jared Nast,,,,Los Angeles County,Southern California Edison (SCE),,1/2/2026 6:17,1/7/2026 17:06,Permit Pickup Complete
,Skylar 2 @ Newhall Ranch - Lot 59,1158795,CA,NHO - F - Permitting,15981763,,1/5/2026 15:56,Jared Nast,1/7/2026,Jared Nast,,,,Los Angeles County,Southern California Edison (SCE),,1/5/2026 15:39,1/7/2026 17:06,Permit Pickup Complete
,Skylar 2 @ Newhall Ranch - Lot 19,1158796,CA,NHO - F - Permitting,15981744,,1/5/2026 15:57,Jared Nast,1/7/2026,Jared Nast,,,,Los Angeles County,Southern California Edison (SCE),,1/5/2026 15:35,1/7/2026 17:06,Permit Pickup Complete
,Skylar 2 @ Newhall Ranch - Lot 55,1158798,CA,NHO - F - Permitting,15981758,,1/5/2026 15:56,Jared Nast,1/7/2026,Jared Nast,,,,Los Angeles County,Southern California Edison (SCE),,1/5/2026 15:38,1/7/2026 17:06,Permit Pickup Complete
,Skylar 2 @ Newhall Ranch - Lot 24,1158802,CA,NHO - F - Permitting,15973583,,12/26/2025 16:34,Jared Nast,1/7/2026,Jared Nast,,,,Los Angeles County,Southern California Edison (SCE),,12/23/2025 6:56,1/7/2026 17:06,Permit Pickup Complete
